1,134,174,103,0
1,30,91,237,1
1,37,50,100,1
1,250,103,126,0
1,244,134,9,0
1,91,21,5,1
1,234,143,204,0
1,12,71,124,1
1,174,146,30,0
1,169,43,217,1
1,131,30,159,1
1,49,23,43,1
1,166,51,137,1
1,149,163,218,0
1,193,43,70,1
1,135,186,196,0
1,137,82,178,1
1,221,201,233,0
1,176,35,92,1
1,238,68,83,1
1,184,139,248,0
1,38,96,91,1
1,226,201,58,0
1,100,194,228,0
1,102,17,108,1
1,120,249,10,0
1,195,134,123,0
1,208,179,45,0
1,18,99,190,1
1,19,88,75,1
1,71,3,7,1
1,82,246,49,0
1,79,18,49,1
1,65,214,251,0
1,185,112,247,0
1,146,254,2,0
1,41,186,185,0
1,185,10,97,1
1,81,135,229,0
1,84,204,189,0
1,45,117,151,1
1,70,81,81,1
1,132,155,118,0
1,110,16,191,1
1,253,50,23,1
1,235,77,199,0
1,197,14,198,1
1,212,112,216,0
1,195,240,156,0
1,175,230,244,0
1,105,18,105,1
1,200,82,85,1
1,50,84,11,1
1,111,243,162,0
1,48,192,43,0
1,76,184,115,0
1,74,46,147,1
1,235,248,237,0
1,108,248,118,0
1,73,219,20,0
1,176,141,187,0
1,76,126,37,1
1,241,116,186,0
1,53,47,175,1
1,171,78,138,1
1,230,22,194,1
1,97,145,255,0
1,242,119,16,0
1,13,231,245,0
1,208,217,209,0
1,213,161,97,0
1,201,115,90,0
1,177,231,180,0
1,104,158,38,0
1,95,181,3,0
1,92,29,67,1
1,245,169,214,0
1,244,18,5,1
1,58,50,37,1
1,60,64,77,1
1,214,215,170,0
1,23,178,77,1
1,201,149,171,0
1,94,176,190,0
1,102,32,98,1
1,50,148,168,1
1,126,38,186,1
1,142,101,222,1
1,173,177,197,0
1,221,139,34,0
1,94,18,72,1
1,24,51,40,1
1,7,165,105,1
1,113,207,118,0
1,110,103,182,1
1,130,134,163,0
1,73,3,120,1
1,106,188,199,0
1,28,165,254,0
1,214,57,167,1
1,134,147,143,0
1,167,59,137,1
1,136,50,57,1
1,69,115,236,1
1,182,51,164,1
1,251,175,232,0
1,104,90,111,1
1,80,198,7,0
1,22,20,61,1
1,183,108,44,1
1,87,47,50,1
1,118,6,24,1
1,64,125,240,1
1,90,125,17,1
1,105,119,167,1
1,137,83,122,1
1,108,142,247,0
1,78,200,42,0
1,52,185,88,0
1,51,79,121,1
1,137,232,227,0
1,130,243,200,0
1,79,160,183,0
1,237,3,140,1
1,233,19,4,1
1,220,119,19,0
1,238,223,221,0
1,25,217,215,0
1,171,111,25,1
1,225,177,1,0
1,75,19,148,1
1,110,113,73,1
1,216,200,57,0
1,183,109,124,0
1,75,176,34,0
1,182,146,245,0
1,58,221,142,0
1,227,170,249,0
1,107,247,253,0
1,248,99,237,0
1,212,141,76,0
1,74,98,32,1
1,85,56,218,1
1,124,11,99,1
1,27,9,236,1
1,176,218,192,0
1,62,74,68,1
1,168,201,176,0
1,130,119,33,1
1,143,105,8,1
1,32,28,19,1
1,75,9,202,1
1,221,82,133,0
1,121,21,165,1
1,38,232,150,0
1,59,212,162,0
1,250,131,180,0
1,17,123,242,1
1,222,58,236,1
1,120,30,44,1
1,94,227,104,0
1,40,51,234,1
1,179,104,241,0
1,15,139,223,1
1,177,124,162,0
1,61,8,1,1
1,122,222,96,0
1,23,223,87,0
1,199,27,10,1
1,47,40,183,1
1,108,106,40,1
1,178,97,31,1
1,46,171,19,1
1,208,39,26,1
1,125,134,251,0
1,121,220,171,0
1,152,237,59,0
1,3,64,100,1
1,7,85,183,1
1,20,182,103,1
1,163,217,66,0
1,216,169,185,0
1,62,84,107,1
1,61,239,149,0
1,31,183,53,1
1,147,155,117,0
1,182,137,27,0
1,211,56,214,1
1,209,214,30,0
1,232,111,228,0
1,82,234,141,0
1,192,135,89,0
1,85,174,126,0
1,233,45,207,1
1,203,250,79,0
1,115,253,135,0
1,129,138,74,0
1,199,216,180,0
1,212,81,54,1
1,153,59,56,1
1,57,82,120,1
1,143,13,101,1
1,98,105,109,1
1,162,196,85,0
1,11,189,102,1
1,206,112,109,0
1,28,35,5,1
1,222,49,111,1
1,8,243,104,0
1,246,248,132,0
1,138,12,137,1
1,117,127,72,1
1,176,62,75,1
1,239,245,131,0
1,71,148,158,1
1,118,153,70,0
1,248,0,17,1
1,229,2,254,1
1,83,18,68,1
1,118,70,120,1
1,209,189,153,0
1,79,208,133,0
1,148,240,151,0
1,193,173,155,0
1,155,172,97,0
1,112,152,112,0
1,58,177,107,0
1,130,180,210,0
1,41,130,107,1
1,208,18,130,1
1,88,100,227,1
1,10,121,103,1
1,149,161,105,0
1,181,125,32,0
1,31,254,35,0
1,198,30,98,1
1,70,197,91,0
1,198,98,215,0
1,99,44,237,1
1,219,24,99,1
1,160,159,150,0
1,6,191,169,0
1,160,189,189,0
1,194,119,232,0
1,188,124,23,0
1,41,54,163,1
1,212,99,171,0
1,199,224,180,0
1,219,85,156,0
1,200,82,167,1
1,83,138,216,0
1,141,100,223,1
1,192,153,207,0
1,124,1,29,1
1,133,158,2,0
1,23,188,138,0
1,187,246,203,0
1,127,88,62,1
1,93,170,168,0
1,227,106,53,0
1,42,200,192,0
1,181,208,23,0
1,137,5,82,1
1,107,68,231,1
1,7,20,167,1
1,200,100,82,0
1,112,42,20,1
1,253,206,183,0
1,18,76,180,1
1,10,80,24,1
1,60,146,243,0
1,155,51,249,1
1,5,124,126,1
1,37,225,101,0
1,249,155,88,0
1,4,243,194,0
1,76,124,15,1
1,9,34,109,1
1,109,70,60,1
1,136,66,136,1
1,177,232,182,0
1,40,73,159,1
1,17,192,244,0
1,166,146,51,0
1,9,98,205,1
1,234,122,149,0
1,234,14,253,1
1,248,144,62,0
1,215,242,4,0
1,189,185,163,0
1,12,40,218,1
1,96,145,178,0
1,231,209,246,0
1,175,58,176,1
1,192,133,42,0
1,203,98,235,0
1,100,33,153,1
1,175,16,75,1
1,79,244,68,0
1,201,170,159,0
1,7,138,21,1
1,12,196,2,1
1,159,7,101,1
1,143,3,130,1
1,55,126,59,1
1,238,90,191,0
1,106,142,13,1
1,14,122,71,1
1,143,248,46,0
1,51,254,140,0
1,207,231,252,0
1,203,249,131,0
1,8,95,135,1
1,13,50,77,1
1,221,81,69,1
1,75,18,97,1
1,90,225,106,0
1,208,41,61,1
1,228,39,190,1
1,108,12,194,1
1,63,107,211,1
1,75,107,140,1
1,126,166,155,0
1,64,40,5,1
1,113,175,32,0
1,62,159,130,1
1,71,162,242,0
1,252,249,207,0
1,68,113,28,1
1,170,190,48,0
1,129,77,246,1
1,147,225,148,0
1,114,0,175,1
1,154,127,90,0
1,57,86,166,1
1,200,205,191,0
1,140,81,57,1
1,116,76,172,1
1,180,53,34,1
1,46,48,143,1
1,148,214,236,0
1,16,117,127,1
1,214,74,239,0
1,14,190,99,1
1,70,52,126,1
1,16,135,250,1
1,168,144,170,0
1,208,248,246,0
1,197,12,195,1
1,127,137,185,0
1,190,169,68,0
1,100,87,55,1
1,238,174,154,0
1,7,235,194,0
1,123,224,237,0
1,241,35,179,1
1,114,205,29,0
1,173,200,23,0
1,200,244,244,0
1,143,235,158,0
1,171,193,160,0
1,148,231,228,0
1,88,6,192,1
1,193,210,247,0
1,162,201,247,0
1,95,201,254,0
1,194,79,235,0
1,155,65,148,1
1,107,163,130,0
1,134,128,111,0
1,175,96,136,1
1,221,17,214,1
1,74,173,244,0
1,221,250,112,0
1,211,155,95,0
1,167,209,177,0
1,204,134,231,0
1,21,5,148,1
1,136,57,252,1
1,124,197,61,0
1,12,199,216,0
1,147,241,107,0
1,249,139,55,0
1,24,187,72,1
1,11,240,28,0
1,139,36,85,1
1,231,49,227,1
1,254,90,177,0
1,63,174,227,0
1,37,71,74,1
1,174,154,85,0
1,154,147,203,0
1,4,223,135,0
1,140,13,196,1
1,92,123,128,1
1,110,193,139,0
1,33,23,191,1
1,188,107,100,0
1,182,177,4,0
1,29,194,138,0
1,241,22,17,1
1,118,146,180,0
1,19,216,216,0
1,247,7,164,1
1,12,57,152,1
1,60,140,118,1
1,202,226,230,0
1,100,103,54,1
1,99,218,141,0
1,85,189,167,0
1,21,132,72,1
1,222,224,207,0
1,121,92,247,1
1,227,149,28,0
1,240,226,187,0
1,138,215,72,0
1,217,6,74,1
1,43,166,76,1
1,131,122,61,1
1,22,95,44,1
1,39,124,220,1
1,189,109,211,0
1,122,167,71,0
1,233,173,178,0
1,157,90,60,1
1,222,70,139,1
1,118,149,218,0
1,66,224,39,0
1,220,82,67,1
1,107,247,118,0
1,126,220,241,0
1,250,192,87,0
1,181,62,121,1
1,78,80,210,1
1,78,60,92,1
1,31,75,27,1
1,164,226,90,0
1,209,90,28,1
1,55,168,252,0
1,151,244,122,0
1,72,9,13,1
1,227,117,22,0
1,95,22,238,1
1,171,113,232,0
1,74,215,34,0
1,88,164,215,0
1,172,168,156,0
1,71,237,250,0
1,126,134,101,0
1,34,27,234,1
1,195,242,3,0
1,123,62,239,1
1,202,59,59,1
1,216,196,7,0
1,241,169,202,0
1,20,242,53,0
1,99,109,135,1
1,72,30,95,1
1,58,250,19,0
1,42,175,7,1
1,30,136,169,1
1,245,221,37,0
1,242,226,25,0
1,107,242,110,0
1,157,203,102,0
1,67,101,93,1
1,193,147,92,0
1,204,36,37,1
1,149,29,181,1
1,75,174,150,0
1,129,37,135,1
1,184,13,231,1
1,125,25,60,1
1,47,183,174,0
1,97,170,28,0
1,62,23,107,1
1,227,55,104,1
1,251,128,106,0
1,61,137,164,1
1,50,63,52,1
1,16,170,68,1
1,87,71,14,1
1,203,99,10,1
1,163,111,155,0
1,161,24,241,1
1,201,200,28,0
1,238,90,110,0
1,228,54,217,1
1,130,116,12,1
1,234,40,8,1
1,202,104,35,1
1,234,153,83,0
1,179,207,196,0
1,113,110,140,1
1,81,221,218,0
1,93,37,26,1
1,42,14,246,1
1,75,148,82,1
1,134,22,95,1
1,186,196,150,0
1,10,3,117,1
1,111,168,204,0
1,140,111,176,1
1,216,45,152,1
1,76,99,57,1
1,227,231,188,0
1,163,32,18,1
1,164,25,79,1
1,29,241,55,0
1,141,209,202,0
1,157,153,132,0
1,200,168,43,0
1,188,247,66,0
1,167,215,27,0
1,174,40,31,1
1,237,20,161,1
1,91,146,191,0
1,48,211,121,0
1,63,195,73,0
1,194,254,247,0
1,131,155,139,0
1,111,74,195,1
1,153,111,197,0
1,86,239,156,0
1,206,237,11,0
1,106,196,180,0
1,92,73,203,1
1,226,43,241,1
1,91,29,49,1
1,181,5,127,1
1,128,58,210,1
1,71,61,247,1
1,27,109,28,1
1,142,40,94,1
1,208,10,76,1
1,179,43,33,1
1,108,75,214,1
1,243,19,69,1
1,221,85,81,1
1,250,35,222,1
1,56,145,143,1
1,209,118,228,0
1,238,222,200,0
1,255,211,181,0
1,194,102,125,0
1,186,210,147,0
1,163,211,139,0
1,33,254,214,0
1,135,220,244,0
1,235,155,168,0
1,75,73,66,1
1,241,221,119,0
1,247,132,47,0
1,215,2,135,1
1,103,35,217,1
1,89,95,141,1
1,27,83,184,1
1,182,130,156,0
1,9,176,40,1
1,93,209,21,0
1,18,161,57,1
1,41,222,76,0
1,78,44,191,1
1,99,237,32,0
1,60,26,115,1
1,178,79,97,1
1,139,250,96,0
1,43,172,123,0
1,149,161,251,0
1,166,96,39,1
1,218,129,110,0
1,198,112,29,0
1,30,48,178,1
1,74,172,144,0
1,216,240,9,0
1,94,124,59,1
1,237,159,87,0
1,22,51,122,1
1,7,198,157,0
1,167,3,77,1
1,52,49,93,1
1,25,5,157,1
1,240,51,216,1
1,133,102,245,0
1,202,19,118,1
1,235,209,109,0
1,68,16,254,1
1,208,82,83,1
1,36,79,133,1
1,242,122,25,0
1,110,10,85,1
1,244,168,45,0
1,55,156,201,0
1,20,47,45,1
1,234,108,80,0
1,103,242,143,0
1,149,92,213,1
1,214,206,232,0
1,183,101,24,1
1,91,231,165,0
1,144,80,124,1
1,110,253,185,0
1,10,84,21,1
1,171,203,142,0
1,143,72,65,1
1,56,180,28,1
1,128,8,192,1
1,244,88,245,0
1,42,11,128,1
1,65,249,188,0
1,250,192,49,0
1,162,124,130,0
1,243,224,150,0
1,146,211,204,0
1,117,171,27,0
1,27,141,194,1
1,201,252,246,0
1,139,140,237,0
1,174,139,204,0
1,191,253,66,0
1,138,188,44,0
1,51,25,172,1
1,148,201,219,0
1,171,4,59,1
1,9,180,186,0
1,133,80,140,1
1,47,227,145,0
1,109,195,184,0
1,153,210,86,0
1,69,144,94,1
1,72,125,77,1
1,191,86,24,1
1,76,13,140,1
1,116,85,167,1
1,121,130,82,1
1,109,124,29,1
1,157,189,143,0
1,62,244,123,0
1,183,187,241,0
1,86,168,155,0
1,10,108,221,1
1,77,169,51,0
1,53,14,209,1
1,62,48,126,1
1,124,48,203,1
1,174,45,44,1
1,111,157,229,0
1,120,239,37,0
1,42,57,166,1
1,18,69,140,1
1,1,54,192,1
1,165,19,89,1
1,67,187,34,0
1,65,155,76,1
1,1,82,231,1
1,36,173,156,0
1,157,98,193,1
1,71,234,101,0
1,107,229,78,0
1,21,143,83,1
1,248,124,105,0
1,104,224,13,0
1,127,237,123,0
1,236,103,6,0
1,202,242,108,0
1,99,114,79,1
1,157,44,107,1
1,96,239,102,0
1,148,218,62,0
1,190,220,182,0
1,201,178,243,0
1,215,154,175,0
1,215,125,36,0
1,155,35,87,1
1,7,246,236,0
1,152,172,231,0
1,110,147,255,0
1,238,157,192,0
1,225,76,206,0
1,141,185,152,0
1,32,148,234,1
1,119,101,213,1
1,78,10,251,1
1,201,207,212,0
1,169,159,5,0
1,109,68,65,1
1,221,115,199,0
1,39,152,222,1
1,146,48,202,1
1,174,188,93,0
1,69,227,135,0
1,243,229,120,0
1,33,91,160,1
1,65,129,151,1
1,179,166,118,0
1,250,13,234,1
1,85,3,101,1
1,96,201,43,0
1,226,35,38,1
1,150,191,12,0
1,189,55,103,1
1,109,90,74,1
1,29,77,113,1
1,81,107,102,1
1,89,114,80,1
1,25,95,73,1
1,54,117,75,1
1,177,101,167,0
1,162,21,212,1
1,120,220,187,0
1,169,51,189,1
1,110,59,127,1
1,208,66,10,1
1,143,248,42,0
1,144,146,100,0
1,75,125,125,1
1,209,218,191,0
1,105,250,138,0
1,35,165,49,1
1,133,120,89,1
1,123,128,89,1
1,113,254,119,0
1,194,45,157,1
1,38,242,249,0
1,112,31,32,1
1,84,94,73,1
